"approach","parameter","truth","mean_est","bias","rmse","mae","sd_est","coverage","ci_width","n_ok","dep_type","dep_par","k_true","n","r","r_label","n_exc","n_exc_nom","S","m","sigma","p_thresh","threshold","cred_mass","interval","seed","secs"
"Weighted GPD","zm",36.7992154872864,36.5600724007991,-0.23914308648737,5.07491571495552,4.01736250303178,5.06953154769739,NA,NA,10000,"log",0.85,0.3,15000,NA,"auto",749.9997,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244913,5458.31758785248
"Cluster maxima (POT)","zm",36.7992154872864,37.5306323438344,0.731416856547989,5.04205686780934,3.91714419429585,4.98897342403859,NA,NA,10000,"log",0.85,0.3,15000,NA,"auto",749.9997,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,244913,5458.31758785248
"Conventional","k",0.3,0.298801070317293,-0.00119892968270651,0.0509990153857986,0.040657977062642,0.0509874701289235,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244852,5931.014742136
"Weighted GPD","k",0.3,0.293854860661332,-0.00614513933866793,0.0472773012058195,0.0376379192368492,0.0468785690037284,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244852,5931.014742136
"Cluster maxima (POT)","k",0.3,0.294200469455385,-0.00579953054461484,0.0479959625287265,0.038139663454966,0.0476466670923528,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244852,5931.014742136
"Conventional","sigma",2.45651384794615,2.4602262841182,0.0037124361720594,0.134695972415513,0.107706281846369,0.140990186186444,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244852,5931.014742136
"Weighted GPD","sigma",2.45651384794615,2.46238905823493,0.00587521028878029,0.132194029217931,0.105576184155464,0.13833424620948,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244852,5931.014742136
"Cluster maxima (POT)","sigma",2.45651384794615,2.53293291793807,0.0764190699919259,0.173882660877475,0.136889594549355,0.161607239602343,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244852,5931.014742136
"Conventional","zm",29.2644256180987,29.4267648110165,0.162339192917778,3.18054127574322,2.47441054301398,3.17655439791819,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244852,5931.014742136
"Weighted GPD","zm",29.2644256180987,29.0718127138569,-0.1926129042418,2.86175039901907,2.27026586653269,2.85540381531233,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244852,5931.014742136
"Cluster maxima (POT)","zm",29.2644256180987,29.7611408392323,0.496715221133609,2.81126325844047,2.1932883101421,2.7671719898542,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,244852,5931.014742136
"Conventional","k",0.3,0.298801070317293,-0.00119892968270651,0.0509990153857986,0.040657977062642,0.0509874701289235,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244852,1051.68518352509
"Weighted GPD","k",0.3,0.293854860661332,-0.00614513933866793,0.0472773012058195,0.0376379192368492,0.0468785690037284,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244852,1051.68518352509
"Cluster maxima (POT)","k",0.3,0.294200469455385,-0.00579953054461484,0.0479959625287265,0.038139663454966,0.0476466670923528,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244852,1051.68518352509
"Conventional","sigma",2.45651384794615,2.4602262841182,0.0037124361720594,0.134695972415513,0.107706281846369,0.140990186186444,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244852,1051.68518352509
"Weighted GPD","sigma",2.45651384794615,2.46238905823493,0.00587521028878029,0.132194029217931,0.105576184155464,0.13833424620948,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244852,1051.68518352509
"Cluster maxima (POT)","sigma",2.45651384794615,2.53293291793807,0.0764190699919259,0.173882660877475,0.136889594549355,0.161607239602343,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244852,1051.68518352509
"Conventional","zm",36.7992154872864,37.1204221146077,0.32120662732125,4.99372233625074,3.86117776916322,4.98363047701248,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244852,1051.68518352509
"Weighted GPD","zm",36.7992154872864,36.5529098462079,-0.246305641078542,4.44475375380581,3.51463901639113,4.43814591660318,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244852,1051.68518352509
"Cluster maxima (POT)","zm",36.7992154872864,37.4561189622289,0.656903474942449,4.38500850910886,3.41171854584089,4.33574184140352,NA,NA,10000,"log",0.85,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,244852,1051.68518352509
"Conventional","k",-0.3,-0.279568854608096,0.0204311453919039,0.146776835894773,0.11620126379465,0.145355153556118,0.9233,0.511200513413195,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,2000,1,0.95,"empirical",0.95,"eti",243273,99.6834681034088
"Weighted GPD","k",-0.3,-0.270712126098745,0.0292878739012551,0.151287515590496,0.119684192996197,0.148432934517559,0.9162,0.513722561358466,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,2000,1,0.95,"empirical",0.95,"eti",243273,99.6834681034088
"Cluster maxima (POT)","k",-0.3,-0.311548205892978,-0.0115482058929785,0.170533602797485,0.132104458683512,0.170150650154851,0.8782,0.512941115307183,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,2000,1,0.95,"empirical",0.95,"eti",243273,99.6834681034088
"Conventional","sigma",0.408363691747651,0.396748803672331,-0.0116148880753199,0.080089798111899,0.0641455625822259,0.0793094698824426,NA,NA,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,2000,1,0.95,"empirical",0.95,"eti",243273,99.6834681034088
"Weighted GPD","sigma",0.408363691747651,0.39146496091223,-0.0168987308354208,0.0802053261806307,0.0646259667362607,0.0787492362242598,NA,NA,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,2000,1,0.95,"empirical",0.95,"eti",243273,99.6834681034088
"Cluster maxima (POT)","sigma",0.408363691747651,0.421365085711604,0.013001393963953,0.0942786554127453,0.0726204721926236,0.0935275617863493,NA,NA,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,2000,1,0.95,"empirical",0.95,"eti",243273,99.6834681034088
"Conventional","zm",2.99247827247882,3.00894956781655,0.01647129533773,0.158124776660338,0.122772513396258,0.157272422519867,0.8223,0.609190437162901,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,2000,1,0.95,"empirical",0.95,"eti",243273,99.6834681034088
"Weighted GPD","zm",2.99247827247882,3.01222942587858,0.0197511533997552,0.15844442164716,0.122657635224051,0.157216406237776,0.8296,0.622939817905426,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,2000,1,0.95,"empirical",0.95,"eti",243273,99.6834681034088
"Cluster maxima (POT)","zm",2.99247827247882,3.01352428131324,0.0210460088344202,0.160137524830164,0.12473477263494,0.158756457292755,0.7892,0.586170393404131,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,2000,1,0.95,"empirical",0.95,"eti",243273,99.6834681034088
"Conventional","k",-0.3,-0.279568854608096,0.0204311453919039,0.146776835894773,0.11620126379465,0.145355153556118,0.9233,0.511200513413195,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,4000,1,0.95,"empirical",0.95,"eti",243273,101.947193384171
"Weighted GPD","k",-0.3,-0.270712126098745,0.0292878739012551,0.151287515590496,0.119684192996197,0.148432934517559,0.9162,0.513722561358466,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,4000,1,0.95,"empirical",0.95,"eti",243273,101.947193384171
"Cluster maxima (POT)","k",-0.3,-0.311548205892978,-0.0115482058929785,0.170533602797485,0.132104458683512,0.170150650154851,0.8782,0.512941115307183,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,4000,1,0.95,"empirical",0.95,"eti",243273,101.947193384171
"Conventional","sigma",0.408363691747651,0.396748803672331,-0.0116148880753199,0.080089798111899,0.0641455625822259,0.0793094698824426,NA,NA,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,4000,1,0.95,"empirical",0.95,"eti",243273,101.947193384171
"Weighted GPD","sigma",0.408363691747651,0.39146496091223,-0.0168987308354208,0.0802053261806307,0.0646259667362607,0.0787492362242598,NA,NA,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,4000,1,0.95,"empirical",0.95,"eti",243273,101.947193384171
"Cluster maxima (POT)","sigma",0.408363691747651,0.421365085711604,0.013001393963953,0.0942786554127453,0.0726204721926236,0.0935275617863493,NA,NA,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,4000,1,0.95,"empirical",0.95,"eti",243273,101.947193384171
"Conventional","zm",3.0564729933441,3.08791848375692,0.031445490412813,0.197534405957961,0.149525878952216,0.195025193635278,0.8669,0.848836639134365,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,4000,1,0.95,"empirical",0.95,"eti",243273,101.947193384171
"Weighted GPD","zm",3.0564729933441,3.09403784948197,0.037564856137865,0.2016855332857,0.151437666861662,0.198166250674451,0.871,0.872911728185846,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,4000,1,0.95,"empirical",0.95,"eti",243273,101.947193384171
"Cluster maxima (POT)","zm",3.0564729933441,3.08817508935103,0.0317020960069232,0.202049467275832,0.153134253201614,0.199556875676781,0.833,0.812934398247369,10000,"log",0.9,-0.3,1000,NA,"auto",49.9999,50,10000,4000,1,0.95,"empirical",0.95,"eti",243273,101.947193384171
"Conventional","k",-0.3,-0.290633705235608,0.00936629476439214,0.0950059063708447,0.0755100291578888,0.0945478116965268,0.9224,0.332461966209382,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,2000,1,0.95,"empirical",0.95,"eti",243287,297.996340274811
"Weighted GPD","k",-0.3,-0.28556157716001,0.0144384228399901,0.0950737654551111,0.0757988965727889,0.093975720094628,0.9234,0.332056440484645,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,2000,1,0.95,"empirical",0.95,"eti",243287,297.996340274811
"Cluster maxima (POT)","k",-0.3,-0.313612869075448,-0.0136128690754476,0.107413784644134,0.0841758006692028,0.106553020988329,0.8896,0.329216248719347,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,2000,1,0.95,"empirical",0.95,"eti",243287,297.996340274811
"Conventional","sigma",0.407653829689355,0.4029417309943,-0.00471209869505492,0.055859086565644,0.0446217233322403,0.0557876883514467,NA,NA,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,2000,1,0.95,"empirical",0.95,"eti",243287,297.996340274811
"Weighted GPD","sigma",0.407653829689355,0.399270385529731,-0.00838344415962426,0.0556091557131629,0.0445518528240894,0.0551682021166081,NA,NA,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,2000,1,0.95,"empirical",0.95,"eti",243287,297.996340274811
"Cluster maxima (POT)","sigma",0.407653829689355,0.42228247390449,0.0146286442151352,0.0652770618118385,0.0506214215155791,0.0638003944614692,NA,NA,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,2000,1,0.95,"empirical",0.95,"eti",243287,297.996340274811
"Conventional","zm",2.99247827247882,3.0000164905196,0.00753821804077662,0.100922591776162,0.0801716274638762,0.100645704107841,0.8066,0.332613708701196,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,2000,1,0.95,"empirical",0.95,"eti",243287,297.996340274811
"Weighted GPD","zm",2.99247827247882,2.99966192910872,0.00718365662989987,0.0971002266779607,0.0777747771823207,0.0968389739568876,0.8154,0.334454000420915,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,2000,1,0.95,"empirical",0.95,"eti",243287,297.996340274811
"Cluster maxima (POT)","zm",2.99247827247882,3.00581520695993,0.0133369344811142,0.0982581265708852,0.0790150907969999,0.097353651134436,0.7729,0.317672947063093,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,2000,1,0.95,"empirical",0.95,"eti",243287,297.996340274811
"Conventional","k",-0.3,-0.290633705235608,0.00936629476439214,0.0950059063708447,0.0755100291578888,0.0945478116965268,0.9224,0.332461966209382,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,4000,1,0.95,"empirical",0.95,"eti",243287,639.781470537186
"Weighted GPD","k",-0.3,-0.28556157716001,0.0144384228399901,0.0950737654551111,0.0757988965727889,0.093975720094628,0.9234,0.332056440484645,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,4000,1,0.95,"empirical",0.95,"eti",243287,639.781470537186
"Cluster maxima (POT)","k",-0.3,-0.313612869075448,-0.0136128690754476,0.107413784644134,0.0841758006692028,0.106553020988329,0.8896,0.329216248719347,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,4000,1,0.95,"empirical",0.95,"eti",243287,639.781470537186
"Conventional","sigma",0.407653829689355,0.4029417309943,-0.00471209869505492,0.055859086565644,0.0446217233322403,0.0557876883514467,NA,NA,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,4000,1,0.95,"empirical",0.95,"eti",243287,639.781470537186
"Weighted GPD","sigma",0.407653829689355,0.399270385529731,-0.00838344415962426,0.0556091557131629,0.0445518528240894,0.0551682021166081,NA,NA,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,4000,1,0.95,"empirical",0.95,"eti",243287,639.781470537186
"Cluster maxima (POT)","sigma",0.407653829689355,0.42228247390449,0.0146286442151352,0.0652770618118385,0.0506214215155791,0.0638003944614692,NA,NA,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,4000,1,0.95,"empirical",0.95,"eti",243287,639.781470537186
"Conventional","zm",3.0564729933441,3.07013008642062,0.0136570930765111,0.120809402981521,0.0952470023666968,0.12004097900765,0.8583,0.446730244581493,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,4000,1,0.95,"empirical",0.95,"eti",243287,639.781470537186
"Weighted GPD","zm",3.0564729933441,3.07076249291739,0.0142894995732815,0.116813283079128,0.092981127040269,0.115941785200269,0.8675,0.449989557515163,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,4000,1,0.95,"empirical",0.95,"eti",243287,639.781470537186
"Cluster maxima (POT)","zm",3.0564729933441,3.07217280609841,0.0156998127543019,0.117964277730593,0.0942854822734243,0.116920715638226,0.8322,0.424339210136899,10000,"log",0.9,-0.3,2000,NA,"auto",99.9999,100,10000,4000,1,0.95,"empirical",0.95,"eti",243287,639.781470537186
"Conventional","k",-0.3,-0.295647148798806,0.00435285120119433,0.0629874320824444,0.0500738297464551,0.0628399886471833,0.9192,0.217863427662733,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,2000,1,0.95,"empirical",0.95,"eti",243315,313.785480499268
"Weighted GPD","k",-0.3,-0.294233797487825,0.00576620251217518,0.0618299734482086,0.0492100029542138,0.0615635893426305,0.9215,0.215962178923848,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,2000,1,0.95,"empirical",0.95,"eti",243315,313.785480499268
"Cluster maxima (POT)","k",-0.3,-0.313349147309037,-0.0133491473090366,0.070001696713297,0.0548364853543511,0.0687205213882145,0.8863,0.21338805627365,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,2000,1,0.95,"empirical",0.95,"eti",243315,313.785480499268
"Conventional","sigma",0.407629188002246,0.404684793891191,-0.00294439411105505,0.0385246097468975,0.0306969103557758,0.0383128584851954,NA,NA,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,2000,1,0.95,"empirical",0.95,"eti",243315,313.785480499268
"Weighted GPD","sigma",0.407629188002246,0.40306092693227,-0.00456826106997593,0.0383551773337691,0.0305695563529824,0.0380679494016347,NA,NA,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,2000,1,0.95,"empirical",0.95,"eti",243315,313.785480499268
"Cluster maxima (POT)","sigma",0.407629188002246,0.420477735429188,0.0128485474269421,0.0446770286868766,0.0347541044666613,0.0428076270063443,NA,NA,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,2000,1,0.95,"empirical",0.95,"eti",243315,313.785480499268
"Conventional","zm",2.99247827247882,2.99359955106296,0.00112127858413722,0.0674142497935201,0.0540080234973781,0.0674082947223828,0.7961,0.197843813960417,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,2000,1,0.95,"empirical",0.95,"eti",243315,313.785480499268
"Weighted GPD","zm",2.99247827247882,2.99178096337712,-0.000697309101701561,0.0642064737859777,0.0516570901194019,0.0642058975155219,0.809,0.195969886560464,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,2000,1,0.95,"empirical",0.95,"eti",243315,313.785480499268
"Cluster maxima (POT)","zm",2.99247827247882,3.00015197636404,0.00767370388522032,0.0643255067039085,0.0519936280316405,0.063869343277488,0.7661,0.188433575080599,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,2000,1,0.95,"empirical",0.95,"eti",243315,313.785480499268
"Conventional","k",-0.3,-0.295647148798806,0.00435285120119433,0.0629874320824444,0.0500738297464551,0.0628399886471833,0.9192,0.217863427662733,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,4000,1,0.95,"empirical",0.95,"eti",243315,320.353630065918
"Weighted GPD","k",-0.3,-0.294233797487825,0.00576620251217518,0.0618299734482086,0.0492100029542138,0.0615635893426305,0.9215,0.215962178923848,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,4000,1,0.95,"empirical",0.95,"eti",243315,320.353630065918
"Cluster maxima (POT)","k",-0.3,-0.313349147309037,-0.0133491473090366,0.070001696713297,0.0548364853543511,0.0687205213882145,0.8863,0.21338805627365,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,4000,1,0.95,"empirical",0.95,"eti",243315,320.353630065918
"Conventional","sigma",0.407629188002246,0.404684793891191,-0.00294439411105505,0.0385246097468975,0.0306969103557758,0.0383128584851954,NA,NA,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,4000,1,0.95,"empirical",0.95,"eti",243315,320.353630065918
"Weighted GPD","sigma",0.407629188002246,0.40306092693227,-0.00456826106997593,0.0383551773337691,0.0305695563529824,0.0380679494016347,NA,NA,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,4000,1,0.95,"empirical",0.95,"eti",243315,320.353630065918
"Cluster maxima (POT)","sigma",0.407629188002246,0.420477735429188,0.0128485474269421,0.0446770286868766,0.0347541044666613,0.0428076270063443,NA,NA,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,4000,1,0.95,"empirical",0.95,"eti",243315,320.353630065918
"Conventional","zm",3.0564729933441,3.06019472767793,0.00372173433382736,0.0790494283447987,0.0631745162607689,0.078965716444703,0.8505,0.262166845156468,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,4000,1,0.95,"empirical",0.95,"eti",243315,320.353630065918
"Weighted GPD","zm",3.0564729933441,3.05845695258396,0.00198395923985311,0.0751172787486465,0.0603717888226002,0.0750948293537979,0.8629,0.259743595686021,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,4000,1,0.95,"empirical",0.95,"eti",243315,320.353630065918
"Cluster maxima (POT)","zm",3.0564729933441,3.06376001580874,0.00728702246463779,0.075630134102526,0.0609883834571268,0.0752820245894633,0.8278,0.248445050420403,10000,"log",0.9,-0.3,4000,NA,"auto",199.9999,200,10000,4000,1,0.95,"empirical",0.95,"eti",243315,320.353630065918
"Conventional","k",-0.3,-0.298009069782652,0.00199093021734762,0.0501211114571095,0.0397420528933309,0.0500840578612679,0.9131,0.172333484262678,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243343,2991.14065051079
"Weighted GPD","k",-0.3,-0.297398611357695,0.00260138864230467,0.0487369107607463,0.0387655228193448,0.0486698687407821,0.9192,0.17015320582187,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243343,2991.14065051079
"Cluster maxima (POT)","k",-0.3,-0.313699811215578,-0.0136998112155779,0.0561502600192366,0.0439155592321388,0.0544560687088898,0.8788,0.167902783468129,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243343,2991.14065051079
"Conventional","sigma",0.40742089658861,0.405927208065209,-0.00149368852340101,0.0310581656618077,0.0247803363330833,0.0309900797576352,NA,NA,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243343,2991.14065051079
"Weighted GPD","sigma",0.40742089658861,0.404797685685521,-0.00262321090308808,0.0307396341470096,0.0246128453263488,0.0306557136087539,NA,NA,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243343,2991.14065051079
"Cluster maxima (POT)","sigma",0.40742089658861,0.420301200352623,0.0128803037640134,0.0366181419223182,0.0286507993568353,0.034348776591701,NA,NA,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243343,2991.14065051079
"Conventional","zm",2.99247827247882,2.99268904856147,0.000210776082649249,0.0542406074824486,0.0430786961144933,0.0542429101619587,0.7946,0.150661308066849,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243343,2991.14065051079
"Weighted GPD","zm",2.99247827247882,2.99076067863714,-0.00171759384168166,0.0515000219624156,0.0411619522081112,0.0514739457418346,0.8094,0.148567771948898,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243343,2991.14065051079
"Cluster maxima (POT)","zm",2.99247827247882,2.99944441929659,0.00696614681776954,0.0511659934528469,0.0411028814510791,0.0506920965575048,0.7634,0.143323456531243,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,2000,1,0.95,"empirical",0.95,"eti",243343,2991.14065051079
"Conventional","k",-0.3,-0.298009069782652,0.00199093021734762,0.0501211114571095,0.0397420528933309,0.0500840578612679,0.9131,0.172333484262678,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,4000,1,0.95,"empirical",0.95,"eti",243343,3039.54387831688
"Weighted GPD","k",-0.3,-0.297398611357695,0.00260138864230467,0.0487369107607463,0.0387655228193448,0.0486698687407821,0.9192,0.17015320582187,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,4000,1,0.95,"empirical",0.95,"eti",243343,3039.54387831688
"Cluster maxima (POT)","k",-0.3,-0.313699811215578,-0.0136998112155779,0.0561502600192366,0.0439155592321388,0.0544560687088898,0.8788,0.167902783468129,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,4000,1,0.95,"empirical",0.95,"eti",243343,3039.54387831688
"Conventional","sigma",0.40742089658861,0.405927208065209,-0.00149368852340101,0.0310581656618077,0.0247803363330833,0.0309900797576352,NA,NA,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,4000,1,0.95,"empirical",0.95,"eti",243343,3039.54387831688
"Weighted GPD","sigma",0.40742089658861,0.404797685685521,-0.00262321090308808,0.0307396341470096,0.0246128453263488,0.0306557136087539,NA,NA,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,4000,1,0.95,"empirical",0.95,"eti",243343,3039.54387831688
"Cluster maxima (POT)","sigma",0.40742089658861,0.420301200352623,0.0128803037640134,0.0366181419223182,0.0286507993568353,0.034348776591701,NA,NA,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,4000,1,0.95,"empirical",0.95,"eti",243343,3039.54387831688
"Conventional","zm",3.0564729933441,3.05813292308276,0.00165992973865609,0.0632741208230649,0.0501684640756936,0.0632555066781308,0.8506,0.198911242289692,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,4000,1,0.95,"empirical",0.95,"eti",243343,3039.54387831688
"Weighted GPD","zm",3.0564729933441,3.05613070067529,-0.000342292668813146,0.0598249978906824,0.0478170224499211,0.0598270100829264,0.8622,0.196133630576777,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,4000,1,0.95,"empirical",0.95,"eti",243343,3039.54387831688
"Cluster maxima (POT)","zm",3.0564729933441,3.06226430177354,0.00579130842943471,0.0598120300375428,0.0479157865346181,0.0595339744456761,0.8313,0.188388123755284,10000,"log",0.9,-0.3,6000,NA,"auto",300,300,10000,4000,1,0.95,"empirical",0.95,"eti",243343,3039.54387831688
"Conventional","k",-0.3,-0.297334539448489,0.00266546055151143,0.0430843390410251,0.0341181101245163,0.0430039594072779,0.9088,0.146289389688574,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,2000,1,0.95,"empirical",0.95,"eti",243371,3053.37273263931
"Weighted GPD","k",-0.3,-0.297509640781491,0.00249035921850875,0.0415063692001352,0.0329409355427202,0.0414336634874074,0.9157,0.14406863176016,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,2000,1,0.95,"empirical",0.95,"eti",243371,3053.37273263931
"Cluster maxima (POT)","k",-0.3,-0.311971415532485,-0.0119714155324849,0.0474436353734579,0.0372413808017206,0.045910723442905,0.881,0.142043936287056,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,2000,1,0.95,"empirical",0.95,"eti",243371,3053.37273263931
"Conventional","sigma",0.407276157561634,0.405661546047192,-0.00161461151444183,0.0267834530771346,0.0213600686089613,0.0267528408773962,NA,NA,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,2000,1,0.95,"empirical",0.95,"eti",243371,3053.37273263931
"Weighted GPD","sigma",0.407276157561634,0.405029896671138,-0.00224626089049586,0.0266020506366708,0.0212010781600897,0.0265645492890555,NA,NA,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,2000,1,0.95,"empirical",0.95,"eti",243371,3053.37273263931
"Cluster maxima (POT)","sigma",0.407276157561634,0.419203857964912,0.0119277004032786,0.0316820958412708,0.0248496785507956,0.0294041094925089,NA,NA,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,2000,1,0.95,"empirical",0.95,"eti",243371,3053.37273263931
"Conventional","zm",2.99247827247882,2.99357659446695,0.00109832198812915,0.04698298729181,0.0372073494663743,0.0469724964762923,0.7805,0.125910843988115,10000,"log",0.9,-0.3,8000,NA,"auto",399.9998,400,10000,2000,1,0.95,"empirical",0.95,"eti",243371,3053.37273263931
